metric/train_loss,metric/train_ppl,samples,step,throughput/batches_per_sec,throughput/device/batches_per_sec,throughput/device/flops_per_sec,throughput/device/mfu,throughput/device/samples_per_sec,throughput/device/tokens_per_sec,throughput/flops_per_sec,throughput/samples_per_sec,throughput/tokens_per_sec,time/total,time/train,time/val,total_tokens
3.1470729887485502,23.267859524528465,30,0,8.751072607474901,1.4585121012458169,0.0,0.0,1.4585121012458169,2987.032783351433,0.0,8.751072607474901,17922.196700108598,23.679247740656137,23.679247740656137,0.0,368640.0
1.8446457415819169,6.325858404819146,60,1,8.69468293841812,1.4491138230696865,0.0,0.0,1.4491138230696865,2967.785109646718,0.0,8.69468293841812,17806.71065788031,45.06987537257373,45.06987537257373,0.0,737280.0
2.2016499638557434,9.03991673702644,90,2,8.596819911153535,1.432803318525589,0.0,0.0,1.432803318525589,2934.3811963404064,0.0,8.596819911153535,17606.28717804244,65.95949486456811,65.95949486456811,0.0,1105920.0
3.549210548400879,34.78584490400507,120,3,8.581067683231527,1.4301779472052547,0.0,0.0,1.4301779472052547,2929.0044358763616,0.0,8.581067683231527,17574.026615258168,86.9451510515064,86.9451510515064,0.0,1474560.0
3.9839001893997192,53.72616836335635,150,4,8.567657209617954,1.4279428682696589,0.0,0.0,1.4279428682696589,2924.4269942162614,0.0,8.567657209617954,17546.56196529757,107.9915400724858,107.9915400724858,0.0,1843200.0
2.491325479745865,12.077273697541692,190,5,8.599050215825791,1.4331750359709652,0.0,0.0,1.4331750359709652,2935.1424736685367,0.0,8.599050215825791,17610.85484201122,136.0335913207382,136.0335913207382,0.0,2334720.0
2.844255179911852,17.18875137263922,220,6,8.594186938402542,1.432364489733757,0.0,0.0,1.432364489733757,2933.4824749747345,0.0,8.594186938402542,17600.894849848406,157.06271830759943,157.06271830759943,0.0,2703360.0
2.1290452778339386,8.406836785402662,250,7,8.612042439837351,1.4353404066395585,0.0,0.0,1.4353404066395585,2939.577152797816,0.0,8.612042439837351,17637.462916786895,178.06762926094234,178.06762926094234,0.0,3072000.0
3.069991785287857,21.541725715199764,280,8,8.618360369129439,1.4363933948549066,0.0,0.0,1.4363933948549066,2941.7336726628487,0.0,8.618360369129439,17650.40203597709,199.05684948340058,199.05684948340058,0.0,3440640.0
2.372849500179291,10.727917976170241,310,9,8.606474894136447,1.4344124823560744,0.0,0.0,1.4344124823560744,2937.6767638652404,0.0,8.606474894136447,17626.060583191444,220.07718425244093,220.07718425244093,0.0,3809280.0
2.474404963850975,11.874639170904073,350,10,8.58610241987169,1.4310170699786149,0.0,0.0,1.4310170699786149,2930.7229593162033,0.0,8.58610241987169,17584.33775589722,248.10641132853925,248.10641132853925,0.0,4300800.0
2.0166854739189146,7.513380321682059,380,11,8.572510621261861,1.42875177021031,0.0,0.0,1.42875177021031,2926.083625390715,0.0,8.572510621261861,17556.50175234429,269.1362153682858,269.1362153682858,0.0,4669440.0
2.5458548188209535,12.754125894435447,410,12,8.602380699914091,1.4337301166523484,0.0,0.0,1.4337301166523484,2936.2792789040095,0.0,8.602380699914091,17617.67567342406,290.1348743028939,290.1348743028939,0.0,5038080.0
1.7143290162086486,5.55294832374024,440,13,8.634857819740946,1.4391429699568243,0.0,0.0,1.4391429699568243,2947.3648024715762,0.0,8.634857819740946,17684.188814829457,311.1250758767128,311.1250758767128,0.0,5406720.0
1.4447361648082733,4.240733140569636,470,14,8.62883636616349,1.4381393943605816,0.0,0.0,1.4381393943605816,2945.309479650471,0.0,8.62883636616349,17671.85687790283,332.09465859644115,332.09465859644115,0.0,5775360.0
2.5476285994052885,12.776768991323149,510,15,8.620639689895144,1.4367732816491907,0.0,0.0,1.4367732816491907,2942.5116808175426,0.0,8.620639689895144,17655.070084905255,360.08014608733356,360.08014608733356,0.0,6266880.0
2.8847526788711546,17.899140212487243,540,16,8.600617947056607,1.4334363245094344,0.0,0.0,1.4334363245094344,2935.6775925953216,0.0,8.600617947056607,17614.06555557193,381.2546308916062,381.2546308916062,0.0,6635520.0
3.6261089563369753,37.5663595213287,570,17,8.633360903836806,1.438893483972801,0.0,0.0,1.438893483972801,2946.8538551762963,0.0,8.633360903836806,17681.12313105778,402.4450353719294,402.4450353719294,0.0,7004160.0
3.144012039899826,23.196746688604964,600,18,8.62446145049028,1.43741024174838,0.0,0.0,1.43741024174838,2943.8161751006824,0.0,8.62446145049028,17662.897050604093,423.42708923108876,423.42708923108876,0.0,7372800.0
3.16016366481781,23.574453922056776,630,19,8.63771189561329,1.4396186492688814,0.0,0.0,1.4396186492688814,2948.338993702669,0.0,8.63771189561329,17690.033962216017,444.4004371780902,444.4004371780902,0.0,7741440.0
2.025148314237595,7.577234673085937,670,20,8.645949972683018,1.4409916621138366,0.0,0.0,1.4409916621138366,2951.1509240091373,0.0,8.645949972683018,17706.90554405482,472.3310049585998,472.3310049585998,0.0,8232960.0
3.0395822167396545,20.89651119859203,700,21,8.621077221924475,1.4368462036540792,0.0,0.0,1.4368462036540792,2942.6610250835543,0.0,8.621077221924475,17655.966150501325,493.29239954799414,493.29239954799414,0.0,8601600.0
1.9062810271978379,6.728020887291363,730,22,8.607996199513682,1.4346660332522805,0.0,0.0,1.4346660332522805,2938.1960361006704,0.0,8.607996199513682,17629.17621660402,514.2659929357469,514.2659929357469,0.0,8970240.0
1.2125318050384521,3.3619857789449963,760,23,8.654449590345545,1.442408265057591,0.0,0.0,1.442408265057591,2954.052126837946,0.0,8.654449590345545,17724.312761027675,535.2108080647886,535.2108080647886,0.0,9338880.0
3.33791002035141,28.160210892763452,790,24,8.604272223504552,1.4340453705840919,0.0,0.0,1.4340453705840919,2936.92491895622,0.0,8.604272223504552,17621.549513737322,556.1841398272663,556.1841398272663,0.0,9707520.0
1.929079246520996,6.883169620580104,830,25,8.619537058873636,1.4365895098122727,0.0,0.0,1.4365895098122727,2942.1353160955346,0.0,8.619537058873636,17652.811896573206,584.1181864459068,584.1181864459068,0.0,10199040.0
3.364577662944794,28.921280191054368,860,26,8.607070511967121,1.4345117519945203,0.0,0.0,1.4345117519945203,2937.8800680847776,0.0,8.607070511967121,17627.280408508665,605.2659137360752,605.2659137360752,0.0,10567680.0
3.7147312641143797,41.04755465110206,890,27,8.623617626078326,1.4372696043463877,0.0,0.0,1.4372696043463877,2943.528149701402,0.0,8.623617626078326,17661.168898208412,626.2758784480393,626.2758784480393,0.0,10936320.0
2.3767421185970306,10.769759050102802,920,28,8.629967781328848,1.4383279635548079,0.0,0.0,1.4383279635548079,2945.6956693602465,0.0,8.629967781328848,17674.17401616148,647.2372692190111,647.2372692190111,0.0,11304960.0
3.1985731184482575,24.497550144484336,950,29,8.593643791991692,1.4322739653319485,0.0,0.0,1.4322739653319485,2933.2970809998305,0.0,8.593643791991692,17599.782485998985,668.2248048465699,668.2248048465699,0.0,11673600.0
2.1342985033988953,8.451115997840766,990,30,8.598133175659076,1.4330221959431793,0.0,0.0,1.4330221959431793,2934.829457291631,0.0,8.598133175659076,17608.976743749787,696.1852335017174,696.1852335017174,0.0,12165120.0
2.4301981806755064,11.361133414003147,1020,31,8.607564329818276,1.4345940549697125,0.0,0.0,1.4345940549697125,2938.048624577971,0.0,8.607564329818276,17628.29174746783,717.150751600042,717.150751600042,0.0,12533760.0
3.17082941532135,23.827238839919858,1050,32,8.609892656092672,1.4349821093487787,0.0,0.0,1.4349821093487787,2938.8433599462987,0.0,8.609892656092672,17633.060159677792,738.1110256426036,738.1110256426036,0.0,12902400.0
2.8790941178798675,17.798142855244926,1080,33,8.644381981087653,1.4407303301812753,0.0,0.0,1.4407303301812753,2950.6157162112518,0.0,8.644381981087653,17703.694297267513,759.0555090140551,759.0555090140551,0.0,13271040.0
2.0864464033395054,8.056235624715406,1110,34,8.601275178360432,1.4335458630600717,0.0,0.0,1.4335458630600717,2935.901927547027,0.0,8.601275178360432,17615.411565282164,779.9979391377419,779.9979391377419,0.0,13639680.0
2.0433160066604614,7.716153639566209,1150,35,8.623450217665573,1.437241702944262,0.0,0.0,1.437241702944262,2943.4710076298484,0.0,8.623450217665573,17660.826045779093,807.9037046246231,807.9037046246231,0.0,14131200.0
3.161265802383423,23.600450536604303,1180,36,8.616104377731597,1.4360173962885996,0.0,0.0,1.4360173962885996,2940.963627599052,0.0,8.616104377731597,17645.78176559431,828.8460382074118,828.8460382074118,0.0,14499840.0
2.160447207093239,8.675016319948593,1210,37,8.642735610571071,1.4404559350951787,0.0,0.0,1.4404559350951787,2950.053755074926,0.0,8.642735610571071,17700.322530449554,849.792985200882,849.792985200882,0.0,14868480.0
3.530003309249878,34.124080539676875,1240,38,8.62089323111106,1.4368155385185097,0.0,0.0,1.4368155385185097,2942.598222885908,0.0,8.62089323111106,17655.58933731545,870.7180844210088,870.7180844210088,0.0,15237120.0
2.474914088845253,11.880686385767506,1270,39,8.60942402065713,1.434904003442855,0.0,0.0,1.434904003442855,2938.683399050967,0.0,8.60942402065713,17632.100394305802,891.6751457564533,891.6751457564533,0.0,15605760.0
2.361978828907013,10.611929882837332,1310,40,8.627983747237796,1.4379972912062993,0.0,0.0,1.4379972912062993,2945.018452390501,0.0,8.627983747237796,17670.110714343005,919.6050039995462,919.6050039995462,0.0,16097280.0
2.263776421546936,9.619347371221307,1340,41,8.608642894738846,1.4347738157898078,0.0,0.0,1.4347738157898078,2938.4167747375263,0.0,8.608642894738846,17630.500648425157,940.7398812361062,940.7398812361062,0.0,16465920.0
3.2929933190345766,26.923333286176614,1370,42,8.61104295641296,1.435173826068827,0.0,0.0,1.435173826068827,2939.2359957889576,0.0,8.61104295641296,17635.415974733743,961.8680954128504,961.8680954128504,0.0,16834560.0
2.8730040788650513,17.690080855750274,1400,43,8.635895692464867,1.4393159487441445,0.0,0.0,1.4393159487441445,2947.719063028008,0.0,8.635895692464867,17686.31437816805,982.9872143249959,982.9872143249959,0.0,17203200.0
2.962074953317642,19.33805571781433,1430,44,8.6587722004344,1.4431287000724,0.0,0.0,1.4431287000724,2955.5275777482752,0.0,8.6587722004344,17733.165466489652,1003.9482326675206,1003.9482326675206,0.0,17571840.0
2.051022598147392,7.775848610446148,1470,45,8.596715073348658,1.4327858455581097,0.0,0.0,1.4327858455581097,2934.3454117030087,0.0,8.596715073348658,17606.072470218052,1031.888785528019,1031.888785528019,0.0,18063360.0
2.803905999660492,16.50900516591059,1500,46,8.58550254953187,1.430917091588645,0.0,0.0,1.430917091588645,2930.518203573545,0.0,8.58550254953187,17583.10922144127,1052.8844485916197,1052.8844485916197,0.0,18432000.0
2.411919820308685,11.155356881200548,1530,47,8.599351237044415,1.4332252061740691,0.0,0.0,1.4332252061740691,2935.2452222444936,0.0,8.599351237044415,17611.47133346696,1073.852543944493,1073.852543944493,0.0,18800640.0
2.932869830727577,18.781452819665425,1560,48,8.618375875895856,1.4363959793159757,0.0,0.0,1.4363959793159757,2941.7389656391183,0.0,8.618375875895856,17650.433793834713,1094.8228934202343,1094.8228934202343,0.0,19169280.0
2.1652046620845793,8.716385647970661,1590,49,8.585737883322633,1.4309563138871053,0.0,0.0,1.4309563138871053,2930.5985308407917,0.0,8.585737883322633,17583.591185044752,1115.7772733159363,1115.7772733159363,0.0,19537920.0
1.9182140082120895,6.808787165638405,1630,50,8.623796203755525,1.4372993672925873,0.0,0.0,1.4372993672925873,2943.589104215219,0.0,8.623796203755525,17661.534625291315,1143.7080358713865,1143.7080358713865,0.0,20029440.0
2.228223478794098,9.283359336811843,1660,51,8.585207210607665,1.4308678684346108,0.0,0.0,1.4308678684346108,2930.417394554083,0.0,8.585207210607665,17582.504367324498,1164.6789885610342,1164.6789885610342,0.0,20398080.0
2.2790986776351927,9.767872438829,1690,52,8.62294466132098,1.4371574435534966,0.0,0.0,1.4371574435534966,2943.298444397561,0.0,8.62294466132098,17659.79066638537,1185.675259290263,1185.675259290263,0.0,20766720.0
1.7583386927843094,5.802789166772653,1720,53,8.627956547005954,1.437992757834326,0.0,0.0,1.437992757834326,2945.0091680446994,0.0,8.627956547005954,17670.055008268195,1206.6812506448478,1206.6812506448478,0.0,21135360.0
1.6027102917432785,4.966474795424135,1750,54,8.593446962932337,1.4322411604887226,0.0,0.0,1.4322411604887226,2933.229896680904,0.0,8.593446962932337,17599.379380085426,1227.678300814703,1227.678300814703,0.0,21504000.0
1.6847876933636143,5.3913062007515435,1790,55,8.623811522301473,1.4373019203835786,0.0,0.0,1.4373019203835786,2943.594332945569,0.0,8.623811522301473,17661.565997673417,1255.6207459364086,1255.6207459364086,0.0,21995520.0
3.204550862312317,24.644428788629128,1820,56,8.624484737832276,1.4374141229720458,0.0,0.0,1.4374141229720458,2943.82412384675,0.0,8.624484737832276,17662.9447430805,1276.7506115529686,1276.7506115529686,0.0,22364160.0
3.332798111438751,28.01662576943,1850,57,8.579718115339984,1.4299530192233307,0.0,0.0,1.4299530192233307,2928.5437833693813,0.0,8.579718115339984,17571.262700216288,1297.723417788744,1297.723417788744,0.0,22732800.0
2.978349858522415,19.655355751812547,1880,58,8.643802480934434,1.4406337468224057,0.0,0.0,1.4406337468224057,2950.417913492287,0.0,8.643802480934434,17702.507480953722,1318.6985379457474,1318.6985379457474,0.0,23101440.0
2.7950890004634856,16.364085099506877,1910,59,8.607124005589382,1.4345206675982303,0.0,0.0,1.4345206675982303,2937.8983272411756,0.0,8.607124005589382,17627.389963447054,1339.8731726408005,1339.8731726408005,0.0,23470080.0
1.617222362756729,5.039074139646021,1950,60,8.548695820142765,1.4247826366904608,0.0,0.0,1.4247826366904608,2917.9548399420637,0.0,8.548695820142765,17507.729039652382,1367.807496983558,1367.807496983558,0.0,23961600.0
2.3584085583686827,10.57410997604496,1980,61,8.632458265575334,1.4387430442625557,0.0,0.0,1.4387430442625557,2946.545754649714,0.0,8.632458265575334,17679.274527898284,1388.7603148333728,1388.7603148333728,0.0,24330240.0
3.1863374054431914,24.199631491995103,2010,62,8.625827603749688,1.4376379339582812,0.0,0.0,1.4376379339582812,2944.28248874656,0.0,8.625827603749688,17665.69493247936,1409.7135853040963,1409.7135853040963,0.0,24698880.0
2.6716266214847564,14.463476670632161,2040,63,8.59276209192292,1.4321270153204866,0.0,0.0,1.4321270153204866,2932.9961273763565,0.0,8.59276209192292,17597.97676425814,1430.6888928916305,1430.6888928916305,0.0,25067520.0
2.307468521595001,10.048953719720247,2070,64,8.622228147347425,1.4370380245579042,0.0,0.0,1.4370380245579042,2943.053874294588,0.0,8.622228147347425,17658.323245767526,1451.6502952557057,1451.6502952557057,0.0,25436160.0
2.759846901893616,15.7974242073809,2110,65,8.635909537546855,1.439318256257809,0.0,0.0,1.439318256257809,2947.723788815993,0.0,8.635909537546855,17686.34273289596,1479.5818041507155,1479.5818041507155,0.0,25927680.0
2.4780549883842466,11.91806109253322,2140,66,8.619307560243078,1.4365512600405128,0.0,0.0,1.4365512600405128,2942.0569805629702,0.0,8.619307560243078,17652.341883377823,1500.5407872404903,1500.5407872404903,0.0,26296320.0
2.2497615098953245,9.48547337504382,2170,67,8.633564980290256,1.4389274967150425,0.0,0.0,1.4389274967150425,2946.923513272407,0.0,8.633564980290256,17681.541079634444,1521.6731514763087,1521.6731514763087,0.0,26664960.0
1.3067634046077727,3.6941977186278794,2200,68,8.64134769577524,1.44022461596254,0.0,0.0,1.44022461596254,2949.580013491282,0.0,8.64134769577524,17697.48008094769,1542.6138280387968,1542.6138280387968,0.0,27033600.0
1.7113868862390518,5.536634838022595,2230,69,8.632072919162182,1.4386788198603637,0.0,0.0,1.4386788198603637,2946.414223074025,0.0,8.632072919162182,17678.48533844415,1563.5442139729857,1563.5442139729857,0.0,27402240.0
2.0888465285301208,8.075594821734652,2270,70,8.638942518122597,1.439823753020433,0.0,0.0,1.439823753020433,2948.7590461858467,0.0,8.638942518122597,17692.55427711508,1591.442955236882,1591.442955236882,0.0,27893760.0
1.66312637925148,5.275779174456895,2300,71,8.6233185856352,1.4372197642725335,0.0,0.0,1.4372197642725335,2943.4260772301486,0.0,8.6233185856352,17660.55646338089,1612.3820047713816,1612.3820047713816,0.0,28262400.0
3.5423151195049285,34.546806666595984,2330,72,8.603748380362918,1.4339580633938196,0.0,0.0,1.4339580633938196,2936.7461138305425,0.0,8.603748380362918,17620.476682983255,1633.3475017677993,1633.3475017677993,0.0,28631040.0
